ID: 1	66070955580;Aleksander;Babko
ID: 100	09030656821;Klaudia;Kaczmarek
ID: 101	21122738840;Aleksanda;Struœ
ID: 102	41030339499;Micha³;Rumianek
ID: 103	07102282368;Anna;Babko
ID: 104	49060551683;Martyna;Brzoza
ID: 105	34092094190;Piotr;Kaczanka
ID: 106	91101199939;Martyna;Kowalczyk
ID: 107	12120798185;Katarzyna;Bachara
ID: 108	31020949160;Klaudia;O³ówek
ID: 109	72012789420;Anna;Baczak
ID: 110	76040387570;Joanna;Kachel
ID: 111	44052087294;Krzysztof;Trawa
ID: 112	11121967877;Katarzyna;Kachel
ID: 113	92012660946;Adam;O³ówek
ID: 114	50020352349;Dominik;Sosna
ID: 115	55020416039;Anna;Ró¿a
ID: 116	29042285179;Joanna;Struœ
ID: 117	98031611465;Martyna;Kacprzak
ID: 118	27121933592;Aleksander;B³aszczyk
ID: 119	31041384093;Marcin;Kabela
ID: 120	96092415435;Dominik;Babko
ID: 121	16080575286;Marcin;Maksymowicz
ID: 122	36062460579;Alicja;Abelec
ID: 123	39112840102;Klaudia;Abelec
ID: 124	15112597785;Mateusz;Ró¿a
ID: 125	76030349113;Micha³;Baczak
ID: 126	55091765726;Krzysztof;Trawa
ID: 127	13010886447;Konrad;Wróbel
ID: 128	08050351890;Magdalena;Abelec
ID: 129	76022847034;Aleksander;Kaczanka
ID: 130	00071454862;Jakub;Babko
ID: 131	09092211661;Martyna;Bachara
ID: 132	96081849538;Mateusz;Struœ
ID: 133	18041033141;Anna;Tygrys
ID: 134	47112127884;Magdalena;Kaczanka
ID: 135	33061469736;Aleksanda;Kaczanka
ID: 136	18010394971;Adam;Nowak
ID: 137	26020260999;Klaudia;Ró¿a
ID: 138	09052431525;Magdalena;Tygrys
ID: 139	69050739361;Magdalena;Bachara
ID: 140	03090361182;Anna;Kadaœ
ID: 141	36010151113;Daria;Kaczmarzyk
ID: 142	15092366645;Krzysztof;Trawa
ID: 143	73012184450;Natalia;Maksymowicz
ID: 144	96031656593;Konrad;Kaczka
ID: 145	59080666943;Daria;Kowalczyk
ID: 146	73111065766;Micha³;Struœ
ID: 147	87091854910;Aleksander;Struœ
ID: 148	54110626888;Marcin;Brzoza
ID: 149	62060641459;Sebastian;Kowalczyk
ID: 150	37100640906;Katarzyna;Kaczka
ID: 151	86072592677;Paulina;Kaczmarzyk
ID: 152	46080712380;Marcin;Brzoza
ID: 153	16061530026;Dominik;B³aszczyk
ID: 154	17080716023;Adam;Kowalczyk
ID: 155	99091964482;Adam;Abaszyn
ID: 156	64122318087;Klaudia;Deszczowiec
ID: 157	54010381006;Jakub;Trawa
ID: 158	53022060054;Daria;Maksymowicz
ID: 159	81070487759;Alicja;Jab³ko
ID: 160	14100884312;Jakub;Maksymowicz
ID: 161	76060445317;Alicja;Kaczmarzyk
ID: 162	08090712507;Sebastian;Maksymowicz
ID: 163	73121053719;Konrad;Gêœ
ID: 164	91051251312;Joanna;Kaczanka
ID: 165	74081891287;Jakub;Kacera
ID: 166	11061656734;Mateusz;Baczak
ID: 167	00051686216;Adam;Maksymowicz
ID: 168	48042124170;Konrad;Kaczanka
ID: 169	29060312687;Klaudia;Kaczmarzyk
ID: 170	13110615461;Anna;Rumianek
ID: 171	51082648629;Sebastian;Kaduszko
ID: 172	16090179016;Konrad;Kadula
ID: 173	47110288541;Magdalena;Deszczowiec
ID: 174	44101145332;Katarzyna;Brzoza
ID: 175	91061589695;Micha³;Bachara
ID: 176	12020791009;Piotr;Kachel
ID: 177	17090884893;Krzysztof;Bachara
ID: 178	42112626941;Paulina;Kacera
ID: 179	98031433778;Adam;Gêœ
ID: 180	23010588220;Daria;Kaczanka
ID: 181	12060879641;Paulina;Abaszyn
ID: 182	92091557846;Micha³;O³ówek
ID: 183	42120741152;Alicja;Struœ
ID: 184	24052642266;Mateusz;Rumianek
ID: 185	39110933089;Micha³;Abelec
ID: 186	85102382253;Krzysztof;Nowak
ID: 187	42030535164;Paulina;Abelec
ID: 188	67120839719;Magdalena;Gêœ
ID: 189	60110177054;Joanna;Kabela
ID: 190	53051363042;Aleksanda;Kacprzak
ID: 191	39092012133;Magdalena;Jaskó³ka
ID: 192	95120636038;Marcin;Struœ
ID: 193	85022087922;Joanna;Kadaœ
ID: 194	56090444780;Dominik;Abarowicz
ID: 195	51050992317;Alicja;Kacera
ID: 196	96091325381;Paulina;Jaskó³ka
ID: 197	63011066006;Daria;Kabela
ID: 198	14082774546;Magdalena;Deszczowiec
ID: 199	86101767358;Klaudia;Jaskó³ka
ID: 200	60102246063;Aleksanda;Kaczmarzyk
ID: 201	88081423994;Martyna;B³aszczyk
ID: 202	92110427470;Mateusz;Kadula
ID: 203	43062111037;Katarzyna;Maksymowicz
ID: 204	51012621038;Katarzyna;Tygrys
ID: 205	88120563845;Jakub;Kaczka
ID: 206	62122622395;Krzysztof;Tygrys
ID: 207	28110327605;Adam;Kaczmarek
ID: 208	70072355362;Micha³;Ró¿a
ID: 209	10111544251;Katarzyna;Kacprzak
ID: 210	87061991567;Magdalena;Kaczmarek
ID: 211	50091163692;Aleksanda;Abarowicz
ID: 212	93100350053;Aleksander;B³aszczyk
ID: 213	58052792792;Aleksanda;Kadula
ID: 214	49031444584;Piotr;Rumianek
ID: 215	06122820036;Piotr;Abarowicz
ID: 216	70010291217;Jakub;Kachel
ID: 217	01052128073;Konrad;Struœ
ID: 218	14031633644;Martyna;B³aszczyk
ID: 219	39081548162;Joanna;Abelec
ID: 220	56070440923;Sebastian;Abaszyn
ID: 221	23011726381;Klaudia;Kaduszko
ID: 222	16082896166;Aleksanda;Tygrys
ID: 223	06082057625;Micha³;Struœ
ID: 224	78121449783;Aleksander;Abaszyn
ID: 225	28120118362;Konrad;Kadaœ
ID: 226	66011865908;Paulina;Nowak
ID: 227	23091564188;Alicja;Maksymowicz
ID: 228	66041167173;Klaudia;Kaczka
ID: 229	34012737708;Katarzyna;Trawa
ID: 230	48062495578;Paulina;Kowalczyk
ID: 231	27040227345;Sebastian;Struœ
ID: 232	91121020769;Sebastian;Maksymowicz
ID: 233	41031253314;Alicja;Abelec
ID: 234	98020828910;Konrad;Deszczowiec
ID: 235	90020496975;Magdalena;Kacprzak
ID: 236	85070617165;Jakub;Tygrys
ID: 237	18102855371;Paulina;Kacera
ID: 238	72020852353;Micha³;Sosna
ID: 239	25042082003;Adam;Kaczmarzyk
ID: 240	35120515658;Jakub;Kaduszko
ID: 241	65092256341;Alicja;Rumianek
ID: 242	37100596459;Dominik;Wróbel
ID: 243	57110311755;Joanna;Kaczka
ID: 244	47100564828;Mateusz;Sosna
ID: 245	83031871110;Anna;Brzoza
ID: 246	49012456226;Sebastian;Gêœ
ID: 247	27030667029;Sebastian;Kabela
ID: 248	43122221095;Mateusz;Nowak
ID: 249	18032563105;Anna;Jab³ko
ID: 250	22042485757;Katarzyna;Struœ
ID: 251	51081116522;Magdalena;Kaczka
ID: 252	62121653388;Aleksander;Trawa
ID: 253	87080312251;Paulina;Brzoza
ID: 254	98102020993;Paulina;Kaduszko
ID: 255	75110788121;Daria;Deszczowiec
ID: 256	86020934225;Dominik;Jab³ko
ID: 257	49062648679;Aleksander;Rumianek
ID: 258	97110197549;Klaudia;Rumianek
ID: 259	90032140754;Micha³;Rumianek
ID: 260	08022245616;Martyna;Jaskó³ka
ID: 261	93060854397;Aleksanda;Kadaœ
ID: 262	72111252234;Magdalena;Abarowicz
ID: 263	62102765211;Paulina;O³ówek
ID: 264	68050728789;Dominik;Maksymowicz
ID: 265	78102724068;Mateusz;Kadula
ID: 266	89082678205;Jakub;Kachel
ID: 267	64080134266;Joanna;Wróbel
ID: 268	08111115583;Aleksanda;O³ówek
ID: 269	17070265256;Alicja;Kachel
ID: 270	36090925221;Sebastian;Kaczanka
ID: 271	50072821572;Aleksanda;Abarowicz
ID: 272	46021536774;Katarzyna;Jaskó³ka
ID: 273	11040798152;Micha³;Rumianek
ID: 274	89110474283;Martyna;Ró¿a
ID: 275	52052391897;Paulina;Kaczmarzyk
ID: 276	94081191871;Aleksander;Jab³ko
ID: 277	27051292100;Magdalena;Babko
ID: 278	22062651393;Joanna;Gêœ
ID: 279	67040331117;Alicja;Abarowicz
ID: 280	94081293669;Paulina;Rumianek
ID: 281	72010697801;Jakub;O³ówek
ID: 282	04091742862;Katarzyna;Abelec
ID: 283	18040819159;Daria;Wróbel
ID: 284	16112554675;Konrad;Abaszyn
ID: 285	78021337593;Anna;Abaszyn
ID: 286	80042650898;Klaudia;Deszczowiec
ID: 287	40121367018;Klaudia;Trawa
ID: 288	12022698766;Aleksanda;Maksymowicz
ID: 289	34042095521;Alicja;Sosna
ID: 290	88090842805;Natalia;Kadaœ
ID: 291	60101457209;Konrad;Kachel
ID: 292	90042483675;Katarzyna;Sosna
ID: 293	23011424016;Joanna;Tygrys
ID: 294	22070855220;Aleksander;Kachel
ID: 295	30091954073;Martyna;Kaczmarzyk
ID: 296	64112091070;Natalia;Babko
ID: 297	79090522580;Krzysztof;Wróbel
ID: 298	99102418122;Mateusz;Deszczowiec
ID: 299	54040817593;Dominik;Kaczmarzyk
ID: 300	63030421004;Jakub;Abaszyn
ID: 301	05090126012;Martyna;Kowalczyk
ID: 302	81012235852;Marcin;Tygrys
ID: 303	55011179220;Adam;Kadula
ID: 304	09021810863;Klaudia;Kaczmarzyk
ID: 305	22122179406;Daria;Kacprzak
ID: 306	13021981398;Konrad;Abarowicz
ID: 307	29011345140;Dominik;Kadula
ID: 308	38061268819;Micha³;Sosna
ID: 309	80081645094;Dominik;Tygrys
ID: 310	64092145421;Sebastian;Nowak
ID: 311	27122019783;Micha³;Sosna
ID: 312	43030881154;Micha³;Maksymowicz
ID: 313	29122811200;Katarzyna;Kachel
ID: 314	81111469754;Joanna;Tygrys
ID: 315	11012153375;Konrad;Kaczmarek
ID: 316	35012212860;Katarzyna;Abaszyn
ID: 317	00071276510;Klaudia;Kacprzak
ID: 318	61122287879;Mateusz;Ró¿a
ID: 319	90020412534;Mateusz;B³aszczyk
ID: 320	81092415594;Mateusz;Sosna
ID: 321	05120221104;Konrad;Kacprzak
ID: 322	51090876401;Adam;Abarowicz
ID: 323	45022314618;Paulina;Deszczowiec
ID: 324	20042814005;Konrad;Babko
ID: 325	38082070749;Krzysztof;Ró¿a
ID: 326	34091951203;Adam;Baczak
ID: 327	80091988347;Piotr;Tygrys
ID: 328	74092561594;Micha³;Baczak
ID: 329	88021695527;Jakub;Abarowicz
ID: 330	77051072513;Dominik;Kaczmarzyk
ID: 331	49022787679;Joanna;Jab³ko
ID: 332	64110686062;Micha³;Kachel
ID: 333	09012877418;Mateusz;Jab³ko
ID: 334	60020571834;Micha³;Kacera
ID: 335	28101755095;Konrad;Kowalczyk
ID: 336	28090528479;Marcin;Abaszyn
ID: 337	72050340301;Daria;Struœ
ID: 338	23091778187;Joanna;Wróbel
ID: 339	21060820953;Alicja;Kabela
ID: 340	90011367143;Jakub;Babko
ID: 341	03050267561;Adam;Gêœ
ID: 342	17040679692;Daria;O³ówek
ID: 343	92061455162;Paulina;Tygrys
ID: 344	81032392034;Jakub;Kaczka
ID: 345	61021620250;Daria;Baczak
ID: 346	37031631113;Adam;Struœ
ID: 347	23070979678;Martyna;Rumianek
ID: 348	40042761523;Martyna;Deszczowiec
ID: 349	93031429653;Micha³;Kaczmarzyk
ID: 350	87012023569;Jakub;Wróbel
ID: 351	88011936431;Katarzyna;Gêœ
ID: 352	27071086153;Katarzyna;Kaczanka
ID: 353	04120923702;Aleksander;Kacprzak
ID: 354	05031255474;Piotr;Kacera
ID: 355	33070838685;Konrad;Kadula
ID: 356	72100628192;Klaudia;Brzoza
ID: 357	75021841262;Piotr;Rumianek
ID: 358	72012216579;Klaudia;Jab³ko
ID: 359	64072646688;Konrad;Kaczmarzyk
ID: 360	76021130911;Krzysztof;Abarowicz
ID: 361	81061364739;Klaudia;Tygrys
ID: 362	27092775046;Natalia;Tygrys
ID: 363	25100986578;Dominik;Kaduszko
ID: 364	91061015836;Piotr;Abarowicz
ID: 365	81121567707;Aleksander;Kaczmarzyk
ID: 366	92011010739;Joanna;Abaszyn
ID: 367	91051443636;Dominik;Baczak
ID: 368	39030742705;Magdalena;Abarowicz
ID: 369	81051495190;Sebastian;Brzoza
ID: 370	21052695212;Martyna;Brzoza
ID: 371	17111188084;Krzysztof;Kachel
ID: 372	10092267445;Micha³;Kadula
ID: 373	09120335442;Daria;Nowak
ID: 374	49121833708;Micha³;Deszczowiec
ID: 375	80072310494;Marcin;Ró¿a
ID: 376	21091856283;Joanna;Abelec
ID: 377	35102714767;Daria;O³ówek
ID: 378	60052767925;Natalia;Ró¿a
ID: 379	24101454652;Aleksanda;Deszczowiec
ID: 380	20111623126;Sebastian;Maksymowicz
ID: 381	10100568823;Anna;Kaczka
ID: 382	33042258193;Joanna;Babko
ID: 383	62091748743;Aleksander;Kabela
ID: 384	78112139576;Anna;Kadaœ
ID: 385	57032391982;Krzysztof;Jab³ko
ID: 386	94050973638;Micha³;Bachara
ID: 387	48042369457;Joanna;Ró¿a
ID: 388	10102348039;Micha³;Abarowicz
ID: 389	62040843695;Jakub;Struœ
ID: 390	98010285784;Sebastian;Bachara
ID: 391	56061323429;Konrad;Kaduszko
ID: 392	37050849577;Aleksander;Rumianek
ID: 393	40122418463;Aleksander;Abaszyn
ID: 394	47011194818;Jakub;Kachel
ID: 395	43060376713;Paulina;Tygrys
ID: 396	36021033879;Marcin;Gêœ
ID: 397	81031654044;Paulina;Deszczowiec
ID: 398	25032625208;Mateusz;Nowak
ID: 399	44041293958;Jakub;Baczak
ID: 400	86051919349;Krzysztof;Abaszyn
ID: 401	25061979730;Micha³;Gêœ
ID: 402	75052545566;Konrad;Kaczmarzyk
ID: 403	11012776888;Marcin;Jaskó³ka
ID: 404	47010380511;Paulina;Deszczowiec
ID: 405	83061452610;Piotr;Kaczka
ID: 406	13071330438;Aleksanda;Abelec
ID: 407	49031770962;Magdalena;Maksymowicz
ID: 408	44100138276;Joanna;Sosna
ID: 409	70102615972;Paulina;Maksymowicz
ID: 410	36120456022;Konrad;Wróbel
ID: 411	97050365811;Marcin;Kaczmarzyk
ID: 412	82081199320;Klaudia;Kabela
ID: 413	37110648571;Natalia;Babko
ID: 414	43062188619;Paulina;Kaczmarzyk
ID: 415	14122627831;Adam;Babko
ID: 416	92120419995;Dominik;Tygrys
ID: 417	17072785668;Micha³;Brzoza
ID: 418	72052488120;Anna;Abarowicz
ID: 419	74011875680;Sebastian;Jab³ko
ID: 420	91122661321;Martyna;B³aszczyk
ID: 421	27020662503;Krzysztof;Kaczanka
ID: 422	46012017552;Dominik;Maksymowicz
ID: 423	83101118765;Martyna;Trawa
ID: 424	53070224937;Mateusz;Jaskó³ka
ID: 425	69030918733;Katarzyna;Kaczka
ID: 426	15011095904;Alicja;Jab³ko
ID: 427	26050153023;Aleksander;Maksymowicz
ID: 428	71121564549;Daria;Struœ
ID: 429	12101970507;Sebastian;Rumianek
ID: 430	31081365022;Micha³;Abaszyn
ID: 431	49052156532;Katarzyna;Sosna
ID: 432	40071052642;Marcin;Ró¿a
ID: 433	96100553356;Katarzyna;Deszczowiec
ID: 434	76102621188;Alicja;Rumianek
ID: 435	02050318021;Joanna;Abarowicz
ID: 436	53102785856;Martyna;Nowak
ID: 437	01012739498;Piotr;Jaskó³ka
ID: 438	97111236706;Aleksanda;Kachel
ID: 439	85112221999;Piotr;Kaczmarzyk
ID: 440	05030686340;Anna;Trawa
ID: 441	96020257839;Mateusz;Kabela
ID: 442	30091293489;Marcin;Ró¿a
ID: 443	28041864152;Jakub;Kachel
ID: 444	06111543916;Krzysztof;Kaczka
ID: 445	51052088661;Paulina;B³aszczyk
ID: 446	02040494143;Katarzyna;Kaduszko
ID: 447	07020857639;Aleksander;Jaskó³ka
ID: 448	71102873697;Daria;Struœ
ID: 449	50062681404;Jakub;Kadula
ID: 450	98072540568;Micha³;Kacera
ID: 451	27100274734;Alicja;Tygrys
ID: 452	57020845947;Martyna;Nowak
ID: 453	31011732877;Joanna;Kaczmarzyk
ID: 454	68102363154;Natalia;Tygrys
ID: 455	13111435547;Aleksanda;Trawa
ID: 456	95090347834;Marcin;Wróbel
ID: 457	18032495943;Dominik;Kaduszko
ID: 458	13040877445;Dominik;Bachara
ID: 459	92041969439;Martyna;Abaszyn
ID: 460	69060464766;Klaudia;O³ówek
ID: 461	37042350251;Natalia;Kaczanka
ID: 462	07060471989;Sebastian;Struœ
ID: 463	41121545035;Dominik;Struœ
ID: 464	35121076982;Paulina;Sosna
ID: 465	76120776650;Magdalena;Sosna
ID: 466	08111241014;Alicja;Brzoza
ID: 467	38010123080;Piotr;Kadula
ID: 468	35081956934;Jakub;Babko
ID: 469	39021010977;Piotr;Maksymowicz
ID: 470	30121972791;Konrad;Bachara
ID: 471	41042682390;Jakub;Kadula
ID: 472	08081729481;Paulina;Kaduszko
ID: 473	07090683416;Jakub;Rumianek
ID: 474	20051293665;Anna;Nowak
ID: 475	37020858581;Marcin;Trawa
ID: 476	59091220811;Jakub;Kaczka
ID: 477	14012455973;Joanna;Brzoza
ID: 478	47111149871;Micha³;Kaczka
ID: 479	63020335054;Aleksander;Ró¿a
ID: 480	40040864617;Mateusz;Abarowicz
ID: 481	63030242151;Katarzyna;Kowalczyk
ID: 482	90031020520;Micha³;Rumianek
ID: 483	06022279788;Magdalena;Baczak
ID: 484	89032081110;Krzysztof;Kaczanka
ID: 485	64110988853;Mateusz;Jab³ko
ID: 486	96031510619;Paulina;B³aszczyk
ID: 487	72021915228;Aleksanda;Abelec
ID: 488	04072694931;Mateusz;Kaczmarek
ID: 489	46032035803;Adam;Babko
ID: 490	11050565321;Martyna;Trawa
ID: 491	02010434230;Alicja;Kacera
ID: 492	58060299420;Aleksander;B³aszczyk
ID: 493	84042080732;Klaudia;Abaszyn
ID: 494	92090259553;Piotr;Ró¿a
ID: 495	05061732822;Jakub;Kaczmarzyk
ID: 496	56012029372;Dominik;Tygrys
ID: 497	59070873017;Krzysztof;Kadula
ID: 498	00022493960;Dominik;Kacera
ID: 499	44020283556;Aleksanda;Kabela
ID: 500	65072498969;Magdalena;Brzoza
ID: 501	73070348216;Paulina;Kaczanka
ID: 502	17011596304;Konrad;Kaczanka
ID: 503	90101823892;Katarzyna;Nowak
ID: 504	77121927511;Konrad;B³aszczyk
ID: 505	95011773632;Konrad;Kaczka
ID: 506	59121518427;Adam;Kaczmarzyk
ID: 507	57101233280;Micha³;Tygrys
ID: 508	23090910155;Paulina;Wróbel
ID: 509	97040993223;Natalia;Abaszyn
ID: 510	20081593299;Jakub;Bachara
ID: 511	61120848375;Klaudia;Kaduszko
ID: 512	37011985668;Adam;Wróbel
ID: 513	67071841072;Adam;Kowalczyk
ID: 514	24120754500;Klaudia;Sosna
ID: 515	63061148970;Klaudia;O³ówek
ID: 516	00092543167;Aleksanda;O³ówek
ID: 517	20100613798;Marcin;Kabela
ID: 518	86062792927;Micha³;Ró¿a
ID: 519	25010329340;Dominik;Kachel
ID: 520	52022736479;Micha³;Ró¿a
ID: 521	39082426531;Aleksander;Jaskó³ka
ID: 522	03021514997;Sebastian;B³aszczyk
ID: 523	53081742975;Natalia;Gêœ
ID: 524	99110349347;Alicja;Ró¿a
ID: 525	65032035290;Martyna;O³ówek
ID: 526	72082686649;Joanna;Bachara
ID: 527	00092327569;Daria;Kacera
ID: 528	81041941491;Aleksander;Abaszyn
ID: 529	50061158924;Mateusz;Kowalczyk
ID: 530	81120340391;Konrad;Kaczmarzyk
ID: 531	89072367733;Martyna;Kowalczyk
ID: 532	99080143187;Martyna;Wróbel
ID: 533	44070883057;Aleksander;Brzoza
ID: 534	76061441351;Aleksander;Ró¿a
ID: 535	32111159865;Paulina;Nowak
ID: 536	48050993370;Martyna;Deszczowiec
ID: 537	53120665250;Daria;Kaczmarek
ID: 538	12050780762;Anna;Brzoza
ID: 539	47012261227;Alicja;Maksymowicz
ID: 540	32052086419;Klaudia;Bachara
ID: 541	37120842082;Adam;Ró¿a
ID: 542	57030834917;Martyna;Ró¿a
ID: 543	04071956339;Anna;Kacprzak
ID: 544	55102370385;Joanna;Rumianek
ID: 545	57021245456;Klaudia;O³ówek
ID: 546	40121168803;Aleksanda;Kaczanka
ID: 547	47021868656;Joanna;Struœ
ID: 548	60120196882;Piotr;Kacprzak
ID: 549	95111286421;Sebastian;Baczak
ID: 550	96022058462;Aleksanda;Kabela
ID: 551	29031352905;Magdalena;Kaczmarzyk
ID: 552	27100663234;Krzysztof;Abaszyn
ID: 553	98122374644;Anna;Kaczka
ID: 554	37031492954;Marcin;Kadaœ
ID: 555	43011910668;Dominik;Deszczowiec
ID: 556	68022481064;Dominik;Kachel
ID: 557	31111158272;Aleksander;O³ówek
ID: 558	86120410115;Daria;Sosna
ID: 559	91062593993;Paulina;Ró¿a
ID: 560	03011950565;Alicja;Brzoza
ID: 561	77121969221;Martyna;Tygrys
ID: 562	29092441476;Klaudia;Kaczka
ID: 563	25072247986;Piotr;Babko
ID: 564	60030992345;Daria;Kaczmarek
ID: 565	83050735497;Aleksander;Baczak
ID: 566	12102521224;Sebastian;Tygrys
ID: 567	37040370327;Magdalena;Sosna
ID: 568	04032068412;Piotr;Sosna
ID: 569	10101945997;Katarzyna;Ró¿a
ID: 570	64112110872;Aleksander;Tygrys
ID: 571	66030992570;Micha³;Struœ
ID: 572	76072640277;Mateusz;Ró¿a
ID: 573	75092713244;Daria;Jab³ko
ID: 574	34091180972;Piotr;Kabela
ID: 575	43122155474;Dominik;Abarowicz
ID: 576	93101532693;Natalia;Deszczowiec
ID: 577	12060868494;Dominik;Kachel
ID: 578	27041526630;Jakub;Kachel
ID: 579	08010759210;Joanna;B³aszczyk
ID: 580	70042298645;Aleksander;Kadaœ
ID: 581	18081859478;Daria;Kaduszko
ID: 582	25042659761;Katarzyna;Kachel
ID: 583	76120611565;Alicja;Kaczanka
ID: 584	02092034297;Krzysztof;Nowak
ID: 585	77061273732;Klaudia;Jaskó³ka
ID: 586	77070352402;Mateusz;Babko
ID: 587	73020382486;Katarzyna;Jab³ko
ID: 588	50061652859;Anna;Kaduszko
ID: 589	49100568978;Marcin;Sosna
ID: 590	22072393324;Aleksander;Kadaœ
ID: 591	12120282658;Alicja;Wróbel
ID: 592	85070530465;Natalia;Abarowicz
ID: 593	30120425478;Klaudia;Kaczmarek
ID: 594	76100822234;Adam;B³aszczyk
ID: 595	10112752247;Marcin;Kacprzak
ID: 596	26070244516;Paulina;Kowalczyk
ID: 597	33121184547;Krzysztof;Babko
ID: 598	57022033764;Marcin;Ró¿a
ID: 599	89092470176;Magdalena;Kaczka
ID: 600	19082343451;Marcin;Sosna
ID: 601	46060771589;Aleksanda;Sosna
ID: 602	48070357252;Martyna;Kadula
ID: 603	98041856865;Magdalena;Wróbel
ID: 604	60051891341;Anna;Jaskó³ka
ID: 605	03020846032;Klaudia;Baczak
ID: 606	89102072875;Daria;Kaczka
ID: 607	47101564604;Daria;Kadaœ
ID: 608	84062892664;Micha³;Tygrys
ID: 609	19041141096;Aleksanda;Sosna
ID: 610	54021557293;Micha³;Wróbel
ID: 611	68120441939;Jakub;B³aszczyk
ID: 612	27062032166;Micha³;Sosna
ID: 613	17050258181;Konrad;O³ówek
ID: 614	25090681730;Konrad;Tygrys
